ranking_player_id,ranking_name,player_id
100641,Jan Van Langendonck,V012
100644,Alexander Zverev,Z355
100645,Huub Van Boeckel,V011
100646,Claudio Panatta,P008
100649,David Dowlen,D038
100651,Alejandro Ganzabal,G001
100652,Cassio Motta,M092
100653,Andres Gomez,G023
100655,Fritz Buehning,B079
100656,Ivan Lendl,L018
100657,Mike Leach,L012
100660,Bob Green,G043
100661,Damir Keretic,K008
100663,Marcel Freeman,F043
100667,Per Hjertquist,H024
100669,Charles Bud Cox,C052
100673,Robbie Venter,V022
100674,Jeff Turpin,T033
100675,John Mccurdy,M045
100676,Yannick Noah,N022
100681,Morris Skip Strode,S093
100682,Ernie Fernandez,F018
100689,Tim Mayotte,M041
100690,Marco Armellini,A032
100691,Ivo Werner,W013
100696,Mark Buckley,B078
100699,Chris Johnstone,J014
100701,Marko Ostoja,O025
100702,Sean Brawley,B070
100703,Randy Nixon,N021
100710,Phil Lehnhoff,L015
100711,Pedro Rebolledo,R012
100713,John Fitzgerald,F028
100714,Broderick Dyke,D049
100715,Jim Gurfein,G054
100719,Juan Avendano,A039
100726,Greg Whitecross,W016
100727,Raul Antonio Viver,V034
100728,Todd Nelson,N013
100730,Florin Segarceanu,S033
100738,Schalk Van Der Merwe,V048
100740,Dan Cassidy,C022
100742,Christo Steyn,S084
100744,Peter Doohan,D036
100747,Glenn Layendecker,L010
100749,Dave Siegler,S141
100751,Roberto Saad,S002
100752,Ramesh Krishnan,K024
100757,Anders Jarryd,J006
100759,Danie Visser,V032
100761,Danny Saltz,S008
100762,Freddie Sauer,S110
100763,Brad Gilbert,G016
100764,Gabriel Urpi,U007
100765,Rodney Harmon,H005
100768,Nick Brown,B113
100769,Mario Martinez,M026
100770,Peter Moraing,M085
100771,Kelvin Belcher,B032
100772,Kelly Evernden,E025
100776,Tomm Warneke,W009
100779,Kevin Moir,M075
100780,Mike De Palmer,D021
100781,Bernhard Pils,P031
100782,Pablo Arraya,A035
100785,Jesus Colas,C041
100789,Ivan Dupasquier,D083
100790,Bruce Derlin,D022
100792,Adrian Marcu,M020
100793,Stephane Bonneau,B056
100794,Srinivasan Vasudevan,V018
100796,Ahmed El Mehelmy,E012
100797,Ben Testerman,T014
100798,Howard Sands,S009
100799,Carlos Castellan,C025
100800,Diego Perez,P021
100804,Henri De Wet,D010
100807,Marcelo Hennemann,H012
100809,Juan Aguilera,A007
100810,Paul Chamberlin,C029
100815,David Pate,P012
100820,Thierry Pham,P027
100821,Hans Simonsson,S053
100826,Juan Antonio Rodriguez,R035
100829,Jan Gunnarsson,G053
100830,Gary Donnelly,D034
100833,Marc Flur,F033
100835,Hans Dieter Beutel,B042
100836,Glenn Michibata,M064
100837,Jeremy Bates,B021
100840,Mark Wooldridge,W037
100841,Jin Sun Yoo,Y010
100844,Jerome Potier,P043
100848,Alberto Tous,T025
100855,Scott Davis,D004
100857,Sergio Casal,C024
100864,Martin Wostenholme,W038
100865,Marcelo Ingaramo,I003
100866,Shahar Perkiss,P018
100868,Craig A Miller,M066
100870,Christo Van Rensburg,V014
100876,Bong Soo Kim,K068
100877,Brett Dickinson,D027
100878,Christoph Zipf,Z005
100880,Russell Barlow,B010
100883,Christophe Bernelle,B128
100884,Steve Shaw,S042
100887,Eric Korita,K019
100892,Alexandre Hocevar,H027
100893,Joakim Nystrom,N030
100894,Francesco Cancellotti,C013
100896,Miguel Nido,N016
100899,Jorgen Windahl,W028
100900,Josef Cihak,C036
100901,Paul Annacone,A027
100905,Sammy Giammalva Jr,G013
100907,Luca Bottazzi,B064
100908,Tobias Svantesson,S347
100910,Magnus Tideman,T021
100913,Peter Carlsson,C016
100914,Jean Marc Piacentile,P029
100917,Nelson Aerts,A005
100920,Robert Seguso,S034
100921,Patrice Kuchna,K029
100922,Roberto Arguello,A030
100923,Wally Masur,M030
100924,Jorge Lozano,L041
100926,Ken Flach,F029
100928,Barry Moir,M076
100930,Paul Vojtischek,V036
100932,Denys Maasdorp,M002
100934,Matt Anger,A025
100935,Michael Robertson,R032
100936,Henri Leconte,L014
100938,Jaromir Becka,B029
100939,Joey Rive,R029
100941,Alex Stepanek,S086
100942,Thierry Tulasne,T032
100944,Mikael Pernfors,P024
100945,Craig Campbell,C006
100946,Slobodan Zivojinovic,Z006
100947,Doug Burke,B083
100949,Mauro Menezes,M059
100950,Libor Pimek,P032
100951,Alessandro De Minicis,D009
100954,Luiz Mattar,M035
100955,Yahiya Doumbia,D098
100956,Simone Colombo,C043
100957,Greg Holmes,H030
100962,Thomas Hogstedt,H029
100964,Jon Levine,L023
100965,Peter Ballauff,B330
100966,Nick Fulwood,F049
100967,Dan Goldie,G022
100970,Stefan Eriksson,E022
100972,Todd Witsken,W029
100974,Jeff Klaparda,K011
100978,Andrew Castle,C246
100986,Dacio Campos,C005
100990,Milan Srejber,S072
100993,Loic Courteau,C049
100995,Eduardo Masso,M031
100997,Roger Smith,S340
101000,Carl Limberger,L030
101004,Jim Pugh,P052
101005,Gerald Marzenell,M022
101007,Guillermo Rivas,R028
101012,Massimiliano Narducci,N006
101013,Henrik Sundstrom,S097
101014,John Ross,R042
101016,Marcos Aurelio Gorriz,G028
101018,Edoardo Mazza,M042
101020,Hans Schwaier,S028
101021,Dean Botha,B063
101022,Kelly Jones,J018
101024,Christian Geyer,G010
101026,Jim Grabb,G039
101027,Jaroslav Bulant,B323
101029,Ricki Osterthun,O026
101030,Goran Prpic,P050
101031,Massimo Cierro,C035
101035,Menno Oosting,O015
101036,Miloslav Mecir,MF36
101040,Peter Lindgren,L031
101048,Francisco Maciel,M006
101050,Martin Laurendeau,L008
101053,Michael Kures,K033
101055,Heiner Moraing,M089
101057,Peter Carter,C017
101058,Francisco Yunis,Y003
101059,Richard Vogel,V055
101061,Jimmy Arias,A031
101062,Mats Wilander,W023
101063,Jordi Arrese,A034
101064,David Lewis,L026
101066,Richard Matuszewski,M032
101067,Philip Johnson,J083
101071,Tom Nijssen,N018
101073,Martin Jaite,J004
101074,Carlos Di Laura,D029
101076,Cesar Kist,K010
101080,Lawson Duncan,D044
101084,Jakob Hlasek,H025
101085,Corrado Aprili,A029
101086,Ronald Agenor,A006
101096,Gary Muller,M096
101097,Rick Leach,L013
101098,Guy Forget,F035
101100,Chris Kermode,K007
101106,Peter Lundgren,L044
101109,Tarik Benhabiles,B037
101110,David De Miguel,D012
101113,Michael Westphal,W014
101115,Jorge Bardou,B012
101117,Eric Jelen,J008
101119,Marian Vajda,V002
101120,Karel Novacek,N025
101123,Alexander Mronz,M093
101124,Paolo Cane,C012
101126,Chris Pridham,P048
101131,Jimmy Brown,B074
101133,Patrick Baur,B293
101134,Fredrik Waern,W130
101138,Pat Cash,C023
101142,Emilio Sanchez,S014
101143,Branislav Stankovic,S079
101145,Jonathan Canter,C011
101147,Claudio Mezzadri,M063
101150,Gianluca Pozzi,P045
101154,Simon Youl,Y002
101156,Juan Pino,P217
101158,John Frawley,F040
101161,Thomas Haldin,H218
101165,Mario Tabares,T129
101166,Gustavo Garetto,G002
101167,Jaime Cortes,C261
101174,Fernando Roese,R036
101177,Scott Patridge,P201
101178,Pieter Aldrich,A066
101179,Jean Philippe Fleurian,F031
101180,Jose Clavet,C038
101185,Mark Woodforde,W035
101189,Stefan Lochbihler,L091
101190,Darren Cahill,C001
101191,Richey Reneberg,R016
101195,Amos Mansdorf,M012
101196,Derrick Rostagno,R043
101205,Grant Connell,C046
101214,Bryan Shelton,S380
101215,Scott Warner,W114
101216,Olli Rahnasto,R006
101222,Stefan Edberg,E004
101224,Kenny Thorne,T125
101226,Johan Carlsson,C018
101227,Daniel Marco,M105
101230,Andrei Chesnokov,C031
101232,Niclas Kroon,K133
101233,Alex Antonitsch,A028
101234,Patrik Kuhnen,K030
101235,Paul Haarhuis,H223
101237,Danilo Marcelino,M028
101238,Andres Vysand,V098
101242,Brad Pearce,P014
101243,Roberto Azar,A040
101249,Andrei Olhovskiy,O009
101250,Jose Daher,D002
101251,Eric Winogradsky,W026
101256,Mark Kratzmann,K021
101262,Rikard Bergh,B267
101263,Luke Jensen,J009
101264,Michael Tauson,T010
101265,Patrick McEnroe,M048
101270,Thomas Gollwitzer,G063
101274,Udo Riglewski,R023
101276,Horacio De La Pena,D008
101278,Scott Melville,M353
101279,Philippe Pech,P176
101283,Dirk Leppen,L151
101284,Lars Anders Wahlgren,W001
101285,Thierry Champion,C028
101288,Fernando Lleo,L035
101298,Jonas Svensson,S101
101308,Neil Broad,B075
101309,Jay Berger,B281
101310,Conny Falk,F129
101311,Kent Kinnear,K156
101312,Robbie Weiss,W011
101318,Javier Frana,F041
101320,Magnus Gustafsson,G182
101324,Ulf Stenlund,S276
101327,Cyril Suk,S329
101329,Christer Allgardh,A018
101332,Gilad Bloom,B051
101334,Alexander Volkov,V037
101337,Martin Strelba,S328
101338,Olivier Soules,S387
101339,Agustin Moreno,M130
101341,Pablo Albano,A149
101344,Bruno Oresar,O018
101348,Dave Randall,R236
101353,Lionel Barthez,B403
101354,Andrew Sznajder,S102
101358,Olivier Delaitre,D015
101360,Mark Keil,K172
101362,Stephane Simian,S454
101365,Paul Wekesa,W122
101368,Christian Miniussi,M069
101370,Paolo Pambianco,P206
101373,Karsten Braasch,B305
101374,Leonardo Lavalle,L009
101377,Christian Bergstrom,B040
101378,Tore Meinecke,M057
101381,Aaron Krickstein,K023
101382,Marcelo Filippini,F165
101383,Stephane Sansoni,S360
101387,Claudio Pistolesi,P037
101389,Oren Motevassel,M343
101391,Carl Uwe Steeb,S080
101393,Jens Woehrmann,W144
101398,Neil Borwick,B298
101404,Thomas Muster,M099
101406,Wojtek Kowalski,K067
101407,David Engel,E061
101409,Jaime Yzaga,Y017
101412,Shuzo Matsuoka,M338
101413,Felix Barrientos,B168
101414,Boris Becker,B028
101416,Joao Cunha Silva,C113
101417,Mario Rincon,R159
101420,Vaclav Roubicek,R200
101421,Veli Paloheimo,P004
101422,Mark Kaplan,K150
101426,Kent Carlsson,C019
101429,Stephane Grenier,G199
101430,Sergio Cortes,C250
101432,Dimitri Poliakov,P198
101434,Petr Korda,K148
101439,Javier Sanchez,S015
101440,Mark Koevermans,K016
101441,Martin Sinner,S367
101451,Gustavo Giussani,G197
101459,Tomas Nydahl,N099
101460,Jose Francisco Altur,A141
101462,Francisco Roig,R177
101463,Bernd Karbacher,K190
101468,Gerard Solves,S523
101469,Brian Garrow,G212
101473,Jozsef Krocsko,K154
101475,Carlos Costa,C179
101477,Chris Bailey,B322
101481,Omar Camporese,C009
101482,Markus Zoecke,Z045
101484,Vladimir Gabrichidze,G200
101490,Daniel Orsanic,O086
101492,Sander Groen,G235
101493,Christian Weis,W126
101500,Christian Saceanu,S288
101504,Laurent Prades,P213
101507,Tomas Carbonell,C216
101510,Henrik Holm,H191
101511,Horst Skoff,S055
101513,John Stimpson,S405
101515,Donald Johnson,J098
101529,Michael Stich,S351
101531,Mario Visconti,V139
101532,Francisco Clavet,C252
101534,Libor Nemecek,N110
101543,Jeff Tarango,T136
101549,Rodolphe Gilbert,G108
101551,Carlos Gomez Diaz,G214
101552,Xavier Daufresne,D190
101561,Nicklas Utgren,U020
101567,Hendrik Jan Davids,D170
101574,Alejandro Aramburu,A172
101578,Markus Rackl,R110
101580,Roger Rasheed,R170
101581,Jose Luis Aparisi,A158
101582,Gilbert Schaller,S315
101584,Keith Evans,E116
101585,Fabio Silberberg,S352
101589,Arnaud Boetsch,B053
101591,Danny Sapsford,S404
101593,Chris Garner,G196
101594,Carsten Arriens,A183
101597,Louis Gloria,G292
101600,Daniel Courcol,C314
101601,Brett Steven,S321
101606,Alberto Mancini,M372
101609,David Wheaton,W123
101611,Cedric Pioline,P226
101613,Malivai Washington,W124
101636,Wade Mcguire,M564
101639,Lan Bale,B308
101641,Jose Luis Noriega,N241
101642,Bart Wuyts,W133
101647,Byron Black,B397
101649,Guillermo Perez Roldan,P190
101650,Shane Barr,B294
101659,Jan Apell,A176
101660,Francisco Montana,M399
101661,Nicolas Becerra,B351
101668,Peter Nyborg,N107
101672,Michael Geserer,G250
101675,Martin Rodriguez,R251
101680,Zeeshan Ali,A165
101681,Chris Wilkinson,W150
101682,David Adams,A177
101685,Markus Naewie,N117
101686,Franco Davin,D006
101688,Geoff Grant,G300
101701,Bing Pan,P263
101703,Guillaume Raoux,R186
101710,Martin Blackman,B302
101711,Alex Obrien,O099
101717,Diego Nargiso,N109
101719,Frederic Fontang,F200
101720,Agustin Garizzio,G216
101721,Markus Zillner,Z039
101723,Magnus Larsson,L206
101725,Gabriel Markus,M412
101727,Jason Stoltenberg,S331
101730,Piet Norval,N100
101731,Nuno Marques,M197
101733,Jan Siemerink,S381
101735,Richard Fromberg,F164
101736,Andre Agassi,A092
101740,Sascha Nensel,N113
101745,Roberto Jabali,J085
101746,Renzo Furlan,F192
101750,Cristiano Caratti,C270
101761,Jaime Oncins,O076
101765,Tomas Anzari,Z037
101767,Lars Jonsson,J084
101772,Andrei Cherkasov,C260
101774,Todd Martin,M442
101775,Frederik Fetterlein,F206
101776,Sandon Stolle,S443
101780,Alejo Mancisidor,M515
101783,Mark Petchey,P222
101788,Doug Flach,F191
101789,Steve Bryan,B401
101792,Slava Dosedel,D198
101793,Jim Courier,C243
101797,Jacco Eltingh,E106
101800,Daniele Balducci,B390
101805,David Nainkin,N101
101806,Marc Kevin Goellner,G252
101809,Nicolas Pereira,P218
101812,Raviv Weidenfeld,W121
101816,Steve Campbell,C355
101819,Frederic Vitoux,V147
101820,Marc Rosset,R214
101821,Peter Tramacchi,T156
101822,Luis Lobo,L075
101823,Gerald Mandl,M435
101826,Alex Lopez Moron,L231
101829,Federico Sanchez,S507
101833,Michael Tebbutt,T195
101835,Arne Thoms,T135
101843,Sergi Bruguera,B350
101849,Nicola Bruno,B407
101860,Mark Draper,D206
101861,Thomas Buchmayer,B317
101862,Maurice Ruah,R224
101864,Fernon Wibier,W171
101865,Albert Chang,C308
101866,David Rikl,R203
101868,Dick Norman,N233
101876,Massimo Ardinghi,A181
101885,Wayne Arthurs,A202
101888,Daniel Vacek,V141
101889,Todd Woodbridge,W136
101890,Jonathan Stark,S403
101897,Fernando Meligeni,M443
101900,Nicklas Kulti,K181
101901,Chuck Adams,A199
101902,Stephane Huet,H284
101912,Felipe Rivera,R216
101914,Lars Koslowski,K202
101917,Grant Stafford,S406
101920,Jamie Morgan,M408
101924,Stefano Pescosolido,P235
101926,Andrei Merinov,M440
101929,Joost Winnink,W161
101932,Jared Palmer,P233
101934,Paul Dogger,D188
101938,Bernardo Mota,M406
101945,Thierry Guardiola,G231
101947,Vincenzo Santopadre,S413
101948,Pete Sampras,S402
101955,Luis Herrera,H228
101956,Mark Knowles,K171
