ranking_player_id,ranking_name,player_id
107113,Gonzalo Lopez Fabero,L224
107123,Graeme Thomson,T096
107217,Ian Crookenden,C184
107255,Jacek Niedzwiedzki,N083
107275,Jan Hordijk,H166
107277,Jan Pisecky,P167
107284,Janos Benyik,B202
107309,Jean Loup Rouyer,R141
107357,Joe Meyers,M173
107379,John Chris Lewis,L063
107429,Jose Castanon,C189
107453,Juan Couder,C230
107456,Juan Herrera,H180
107457,Juan Ignacio Muntanola,M157
107488,Keith Hancock,H136
107518,Kiyoski Tanabe,T062
107561,Leif Johansson,J064
107591,Luis Bruguera,B195
107728,Massimo Di Domenico,D137
107810,Mike Kreiss,K132
107828,Morees Dubruyn,D043
107888,Olivier Cayla,C026
107892,Olle Palmer,P005
107893,Omar Laimina,L002
107917,Francisco Musalem,M222
107968,Per Hegna,H081
108012,Piero Toci,T086
108050,Rassel Mayers,M167
108118,Robert Machan,M194
108131,Roberto Chavez,C146
108184,Ruby Hoskowetz,H183
108249,Shamil Tarpischev,T035
108275,Spencer Segura,S305
108342,Tadeusz Nowicki,N082
108343,Taghi Akbari,A145
108350,Takeshi Koura,K137
108377,Thierry Stevaux,S167
108407,Tom Christensen,C226
108415,Tom Kreiss,K142
108421,Toma Ovici,O069
108453,Ulf Eriksson,E072
108477,Vincenzo Franchitti,F103
108505,Wayne Pascoe,P073
108567,Yuji Tezuka,T090
108701,Juan Sebastian Cabal,C834
109054,Daniel Masur,MN20
109303,Stefano Napolitano,N679
109686,Riccardo Bonadio,BI47
109739,Maximilian Marterer,MN13
109771,Jairo Velasco,V294
110536,Kevin King,KB14
110602,Dennis Novak,DB59
110748,Nikola Milojevic,MM66
110778,Joao Menezes,MN70
110788,Jose Garcia Requena,G003
110991,Jaidip Mukerjea,M272
111136,Terry Ryan,R078
111153,Christopher Eubanks,E865
111187,Kaichi Uchida,U120
111190,Zhizhen Zhang,Z371
111200,Elias Ymer,Y218
111202,Hyeon Chung,CH27
111442,Jordan Thompson,TC61
111453,Mikael Torpegaard,TC12
111454,Li Tu,TC01
111456,Mackenzie Mcdonald,MK66
111460,Quentin Halys,HB64
111505,Enzo Couacaud,CG94
111511,Noah Rubin,RC96
111513,Laslo Djere,DB63
111515,Thai Son Kwiatkowski,KD35
111575,Karen Khachanov,KE29
111576,Sumit Nagal,N897
111577,Jared Donaldson,DC58
111578,Stefan Kozlov,KE64
111581,Michael Mmoh,MP01
111790,Brayden Schnur,SP24
111794,Kamil Majchrzak,MQ75
111795,Filippo Baldi,BM03
111797,Nicolas Jarry,J551
111805,Seongchan Hong,HC21
111806,Fajing Sun,SX90
111815,Cameron Norrie,N771
117353,Duckhee Lee,LE01
117356,Cem Ilkel,I306
117357,Omar Jasika,J553
117360,Marc Polmans,PG94
117361,Akira Santillan,SQ80
120424,Yannick Maden,MH16
121395,Connor Smith,SM38
121411,Moez Echargui,EA13
121531,Mats Moraing,MJ71
122078,Dmitry Popko,PG20
122298,Botic Van De Zandschulp,V812
122330,Alexander Bublik,BK92
122669,Juan Pablo Varillas,V836
123755,Daniel Elahi Galan,GE33
123795,Altug Celikbilek,CH05
123809,Ivan Gakhov,GE28
123819,Gonzalo Oliveira,O482
123828,Jan Choinski,CH12
123921,Calvin Hemery,HB48
123961,Murkel Dellien,DC48
123983,Nerman Fatic,F840
124014,Ernesto Escobedo,E873
124079,Pedro Martinez,MO44
124116,Sebastian Ofner,O513
124186,Alexandre Muller,MP20
124187,Reilly Opelka,O522
124487,Ernesto Vazquez Barreira,V017
125802,Ilya Ivashka,I305
125847,Jelle Sels,SO20
126094,Andrey Rublev,RE44
126106,Ryan Peniston,PH78
126120,Nino Serdarusic,SP80
126125,Maxime Janvier,J620
126127,Benjamin Bonzi,BM95
126128,Roman Safiullin,SX50
126129,Billy Harris,HD68
126149,Gianluca Mager,ML57
126156,Antoine Hoang,HA71
126203,Taylor Fritz,FB98
126205,Tommy Paul,PL56
126207,Frances Tiafoe,TD51
126214,Alejandro Tabilo,TE30
126237,Gian Marco Moroni,MP83
126239,Arthur Rinderknech,RC91
126409,Hugo Grenier,GF95
126504,Andrea Pellegrino,PH64
126523,Bernabe Zapata Miralles,Z419
126535,Carlos Taberner,TE16
126555,Tung Lin Wu,W857
126610,Matteo Berrettini,BK40
126646,Tim Van Rijthoven,V942
126652,Jay Clarke,CI14
126663,Juan Pablo Ficovich,FA43
126774,Stefanos Tsitsipas,TE51
126845,Max Purcell,PH71
126846,Aleksandar Vukic,V832
126952,Soonwoo Kwon,KF17
126964,Vitaliy Sachko,SS25
127157,Daniel Altmaier,AE14
127339,Borna Gojo,GH92
127760,Lukas Klein,KI63
128034,Hubert Hurkacz,HB71
131905,Manuel Guinard,GH33
131934,Andrea Vavassori,VA08
132283,Lorenzo Sonego,SU87
132686,Nuno Borges,BT72
133297,Yosuke Watanuki,WB08
133430,Denis Shapovalov,SU55
133835,Gijs Brouwer,BO10
133975,Benjamin Hassan,HG94
134457,Nicolas Moreno De Alboran,MW18
134472,Antoine Bellier,BP41
134770,Casper Ruud,RH16
134840,Raul Brancaccio,BV24
134868,Tallon Griekspoor,GJ37
136440,Dominik Koepfer,KE73
144642,Tomas Barrios Vera,BS86
144645,Zdenek Kolar,KH56
144684,Alex Molcan,MV14
144707,Mikael Ymer,Y268
144719,Jaume Munar,MU94
144750,Lloyd Harris,HG86
144817,Marc Andrea Huesler,HH06
144821,Genaro Alberto Olivieri,O660
144826,Aziz Dougaz,DF88
144869,Tomas Martin Etcheverry,EA24
144870,Federico Agustin Gomez,GJ16
144895,Corentin Moutet,MW02
144972,Geoffrey Blancaneaux,BU54
144973,Santiago Fa Rodriguez Taverna,RH59
145001,Evan Furness,FC26
149282,Nicolai Budkov Kjaer,B0U4
200000,Felix Auger Aliassime,AG37
200005,Ugo Humbert,HH26
200008,Alexis Galarneau,GK06
200059,Yibing Wu,WB32
200095,Nicola Kuhn,KI74
200096,Dragos Nicolae Madaras,MW54
200116,Camilo Ugo Carabelli,U182
200175,Miomir Kecmanovic,KI95
200188,Matteo Martineau,MW76
200221,Alejandro Davidovich Fokina,DH50
200240,Vit Kopriva,KI82
200259,Ugo Blanchet,BV16
200267,Zizou Bergs,BU13
200273,Hady Habib,HF80
200282,Alex De Minaur,DH58
200303,Pavel Kotov,K09F
200318,Yu Hsiou Hsu,H09F
200325,Emil Ruusuvuori,RH24
200329,Remy Bertola,BU70
200335,Felipe Meligeni Alves,MW75
200384,Hugo Gaston,G09O
200385,Dan Added,A09T
200390,Kacper Zuk,Z09D
200416,August Holmgren,H09N
200436,Zsombor Piros,P09O
200443,Adam Walton,W09E
200473,Valentin Vacherot,VA25
200484,Rudolf Molleker,M0AC
200514,Jurij Rodionov,R09X
200516,Patrick Kypson,K0A3
200572,Nick Hardt,H0A4
200587,Brandon Holt,H09P
200610,Oliver Crawford,C0AK
200611,Elliot Benchetrit,BT68
200615,Alexei Popyrin,P09Z
200624,Sebastian Korda,K0AH
200630,Alexander Zverev Sr,Z007
200647,Sho Shimabukuro,SY67
200670,J.J. Wolf,W09G
200677,Rio Noguchi,N09U
200711,Nicolas Mejia,M0AW
202058,Thiago Agustin Tirante,T0A1
202090,Adrian Andreev,A0AB
202103,Francisco Cerundolo,C0AU
202104,Sebastian Baez,B0BI
202122,Yuta Shimizu,S0AQ
202127,Clement Tabur,T09X
202146,Luka Pavlovic,P0AY
202195,Maxime Cressy,C0BC
202260,Henri Squire,S0AK
202261,Otto Virtanen,V0AM
202320,Beibit Zhukayev,Z09Z
202358,Chun Hsin Tseng,T0AP
202385,Jenson Brooksby,B0CD
202513,John Holladay,H140
205734,Thiago Seyboth Wild,SX91
206173,Jannik Sinner,S0AG
206307,Joao Lucas Reis Da Silva,R0A7
206467,Federico Arnaboldi,A0BA
206499,Aleksandar Kovacevic,K0AZ
206681,Fabian Marozsan,M0CI
206703,Paul Jubb,J0A4
206748,Giulio Zeppieri,Z0A1
206750,Daniil Glinka,G0BY
206889,Clement Chidekh,C0BH
206904,Gauthier Onclin,O0A2
206909,Brandon Nakashima,N0AE
207182,Emilio Nava,N0AM
207213,Duje Ajdukovic,A0CJ
207352,Yunchaokete Bu,Y09V
207411,Jesper De Jong,D0C1
207494,Dalibor Svrcina,S0GD
207518,Lorenzo Musetti,M0EJ
207546,Pol Martin Tiffon,M0EA
207608,Timofey Skatov,S0GR
207660,Nicholas David Ionel,I0A7
207678,Juan Manuel Cerundolo,C0C8
207680,Facundo Diaz Acosta,D0CG
207681,Francisco Comesana,C0DF
207686,Alexander Shevchenko,S0H2
207729,Tristan Boyer,B0EJ
207733,Jack Draper,D0CO
207785,George Loffhagen,L0CF
207799,Matheus Pucinelli De Almeida,P0DF
207830,Tomas Machac,M0FH
207884,Arthur Bouquier,B0ER
207925,Flavio Cobolli,C0E9
207985,Jacob Fearnley,F0BY
207989,Carlos Alcaraz,A0E2
208004,Harold Mayot,M0G4
208010,Pablo Llamas Ruiz,L0CX
208013,Dane Sweeny,S0IA
208014,Rinky Hijikata,H0BH
208021,Kyrian Jacquet,J0AZ
208029,Holger Rune,R0DG
208071,Oleksii Krutykh,K0DP
208103,Jiri Lehecka,L0BV
208118,Eliot Spizzirri,S0JA
208119,Liam Draxl,D0DP
208134,Luca Nardi,N0BG
208169,Titouan Droguet,D0DW
208210,Chris Rodesch,R0E0
208223,Alvaro Guillen Meza,G0DH
208230,Alibek Kachmazov,K0E6
208233,Mattia Bellucci,B0GG
208260,Zachary Svajda,S0K7
208278,Shintaro Mochizuki,M0HU
208279,Alejandro Moro Canas,M0HT
208286,Matteo Arnaldi,A0FC
208293,Gonzalo Bueno,B0GR
208316,Valentin Royer,R0EB
208353,Francesco Maestrelli,M0IF
208361,Gustavo Heide,H0DU
208363,Mariano Navone,N0BS
208389,James Trotter,T0BW
208502,Dominic Stricker,S0LA
208659,Giovanni Mpetshi Perricard,M0GZ
208843,Jerome Kym,K0EP
208852,Stefanos Sakellaridis,S0KT
208859,Francesco Passaro,P0CT
208882,Roman Andres Burruchaga,B0FV
209070,Arthur Cazaux,C0H0
209098,Hamad Medjedovic,M0JF
209113,Gabriel Diallo,D0F6
209147,Vilius Gaubas,G0FW
209209,Filip Misolic,M0JZ
209226,Adolfo Daniel Vallejo,V0DP
209259,Arthur Fery,F0DM
209260,Luciano Darderi,D0FJ
209262,Tristan Schoolkate,S0N0
209263,Matteo Gigante,G0GD
209279,Terence Atmane,A0GC
209284,Elmer Moller,M0K4
209326,Murphy Cassone,C0HT
209405,Daniel Rincon,R0FP
209406,Abdullah Shelbayh,S0NV
209409,Coleman Wong,W0BH
209414,Luca Van Assche,V0DZ
209849,Sascha Gueymard Wayenburg,G0GW
209857,Leandro Riedi,R0FS
209860,Ignacio Buse,B0ID
209874,Maks Kasnikowski,K0HC
209875,Alex Barrena,B0GY
209903,Lukas Neumayer,N0CS
209911,Guy Den Ouden,D0H9
209920,Raphael Collignon,C0JP
209950,Arthur Fils,F0F1
209957,Jack Pinnington Jones,P0HT
209976,Dino Prizmic,P0HW
209992,Juncheng Shang,S0RE
210012,Henrique Rocha,R0GO
210017,Daniel Merida,M0N7
210053,Luka Mikrut,M0N1
210097,Ben Shelton,S0S1
210116,Michael Zheng,Z0BZ
210136,Mark Lajal,L0GH
210150,Jakub Mensik,M0NI
210178,Juan Carlos Prado Angelo,P0IY
210202,Rodrigo Pacheco Mendez,P0J1
210262,Jaime Faria,F0F2
210317,James Mccabe,M0OQ
210319,Ethan Quinn,Q02L
210338,Arthur Gea,G0IX
210389,Toby Samuel,S0TM
210460,Nishesh Basavareddy,B0NN
210506,Alex Michelsen,M0QI
210530,Learner Tien,T0HA
210536,Rei Sakamoto,S0UV
210696,Alexander Blockx,B0PG
210748,Federico Cina,C0NB
211514,Justin Engel,E0DD
211533,Gianluca Cadenasso,C0NN
211663,Joao Fonseca,F0FV
212021,Martin Landaluce,L0IL
212063,Matej Dodig,D0L3
212082,Joel Schwaerzler,S0WT
212256,Colton Smith,S0ZE
212588,Rafael Jodar,J0DZ
